The Hissing Bees Pub,Caden Hendrix,1200,200,1-22-2018
The Kind Jaguar Bar,Fiona Berg,1500,400,1-22-2018
The Quaint Maple,Andres Haynes,1300,400,1-22-2018
The Velvet Tango Room,Jaron Duarte,1500,300,1-22-2018
Yvonne's,Ryland Spears,1500,200,1-22-2018
B.D. Riley's,Chana Lin,1400,100,1-23-2018
Frankie's Downtown,Kristina Powell,1200,300,1-23-2018
Half Step,Keyon Ayala,1400,300,1-23-2018
McSorley's Old Ale House,Lexi Patrick,1200,300,1-23-2018
Monk's Cafe,Augustus Spence,1500,100,1-23-2018
The Alembic,Cristina Donaldson,1300,200,1-23-2018
The Kind Planet Pub,Jovan Benson,1300,200,1-23-2018
The Lying Coyote,Addison Morales,1400,300,1-23-2018
The Safe Moustache,Dawson Martin,1500,200,1-23-2018
The Tricky Curry Tavern,Landyn Mann,1500,300,1-23-2018
Tommy's,Soren Lambert,1500,100,1-23-2018
Tradition,Susan Carlson,1300,300,1-23-2018
Ye Olde Seagulls Tavern,Abram Gay,1300,400,1-23-2018
Occidental,Amya Hardy,1500,200,1-24-2018
Prizefighter,Deacon Marquez,1500,400,1-24-2018
Public House,Alex Shepard,1200,100,1-24-2018
The Frightened Kiwi Pub,Hillary Wyatt,1200,400,1-24-2018
The Impolite Dagger,Dahlia Huang,1300,100,1-24-2018
Wally's Mills Liquors,Davion Marsh,1500,300,1-24-2018
ABV,Payton Carson,1300,100,1-25-2018
Attaboy,Bella Mills,1400,200,1-25-2018
Bar Agricole,Kaiya Cowan,1200,200,1-25-2018
Beach Tree Bar,Paityn Krause,1300,300,1-25-2018
BlackTail,Salma Mccarty,1500,100,1-25-2018
Gooski's,Angel Salas,1300,200,1-25-2018
Nick's English Hut,Sonny Lynch,1500,400,1-25-2018
The Alien Elephant Seal Inn,Broderick Adams,1300,100,1-25-2018
The Embarrassed Rabbit Bar,Simeon Kramer,1200,200,1-25-2018
The Fuzy Llama Pub,Calvin Wheeler,1300,100,1-25-2018
The Greasy Scream Pub,Kolby Sexton,1400,100,1-25-2018
The Kind Jaguar Bar,Carla Meadows,1500,400,1-25-2018
The Obnoxious Lobster Inn,Kieran Pierce,1400,400,1-25-2018
The Odd Snail Tavern,Maren Humphrey,1300,100,1-25-2018
The Quaint Stag,Lee Reid,1500,200,1-25-2018
The Rare Inn,Konnor Melton,1500,200,1-25-2018
The Shaking Leg Tavern,Maddox Vang,1400,100,1-25-2018
The Shanty,Kole Freeman,1300,400,1-25-2018
The Silver Dollar,Kate Alexander,1400,200,1-25-2018
The Superb Drum Bar,Yuliana Webster,1400,100,1-25-2018
The Thin King,Macy Kennedy,1200,300,1-25-2018
The Upstairs Bar,Angelina Walsh,1200,300,1-25-2018
The Wayland,Jazmyn Alvarez,1400,300,1-25-2018
The Well-Groomed Pumpkin Inn,Dennis Kane,1200,400,1-25-2018
Weather Up,Luis Ward,1400,200,1-25-2018
Edna's,Amina Ferguson,1500,400,1-26-2018
Mai Tai Bar,Nathaly Hughes,1400,300,1-26-2018
McSorley's Old Ale House,Ernesto Blake,1200,300,1-26-2018
Polite Provisions,Kameron Chung,1500,100,1-26-2018
ROKC,Mauricio Saunders,1200,300,1-26-2018
Slowly Shirley,Malaki Rose,1200,400,1-26-2018
The Aggressive Piano Tavern,Sanai Porter,1400,100,1-26-2018
The Alien Elephant Seal Inn,Alicia Wells,1300,100,1-26-2018
The Brewer's Art,Mattie Sweeney,1400,100,1-26-2018
The Diamond Star Bar,Kaylen Curtis,1300,100,1-26-2018
The Dubliner,Liana Shields,1200,200,1-26-2018
The Kill Devil Club,Dayana Howell,1400,100,1-26-2018
The Rare Inn,Alexzander Luna,1500,200,1-26-2018
Bar Crudo,Julianna Harvey,1300,300,1-27-2018
Billy Sunday,Landin Peters,1500,300,1-27-2018
Death & Company,Lucy Guzman,1200,200,1-27-2018
Gooski's,Royce Thomas,1300,200,1-27-2018
King Cole Bar,Gary Roberts,1400,300,1-27-2018
McMahon's Public House,Trent Sanchez,1400,300,1-27-2018
Pete's Dueling Piano Bar,Paloma Michael,1500,300,1-27-2018
The Busy Anteater Pub,Sammy Cobb,1400,300,1-27-2018
The Embarrassed Goat,Tania Finley,1500,100,1-27-2018
The Fancy Parrots,Abdullah Crawford,1400,200,1-27-2018
The Kill Devil Club,Emilio Gonzales,1400,100,1-27-2018
The Lean Steed Tavern,Emely Maynard,1200,100,1-27-2018
The Singing Armadillo,Moshe Navarro,1300,100,1-27-2018
The Unwritten Fish Tavern,Jacey Page,1300,100,1-27-2018
Bar Agricole,Issac Stark,1200,200,1-28-2018
Bar Crudo,Vaughn Holt,1300,300,1-28-2018
Distil,Makhi Figueroa,1200,100,1-28-2018
Lost Lake,Aisha Mccormick,1200,300,1-28-2018
Room 11,Lina Owen,1200,200,1-28-2018
Social,Kareem Warner,1500,100,1-28-2018
The Alien Elephant Seal Inn,Paisley Sawyer,1300,100,1-28-2018
The Dead Rabbit,Kamari Bradford,1200,200,1-28-2018
The Faint Stream,Manuel Davis,1300,200,1-28-2018
The Far Away Llama,Brynlee Hanson,1300,100,1-28-2018
The Fascinated Termite,Daisy Henderson,1400,300,1-28-2018
The Frightened Kiwi Pub,Agustin Lowery,1200,400,1-28-2018
The Hissing Bees Pub,Jaylyn Allison,1200,200,1-28-2018
The Kind Planet Pub,Jimmy Wilson,1300,200,1-28-2018
The Molten Llama,Arielle Stewart,1500,400,1-28-2018
The Tiny Chimpanzee Bar,Serenity Cabrera,1500,100,1-28-2018
The Varnish,Chaz Kim,1400,200,1-28-2018
Ye Olde Seagulls Tavern,Sean Lane,1300,400,1-28-2018
BackBar,Alissa Sosa,1500,100,1-29-2018
Big Bar,Scott Leblanc,1400,400,1-29-2018
Billy Sunday,Javon Rasmussen,1500,300,1-29-2018
Marvel Bar,Donavan Andrews,1300,200,1-29-2018
Milk Room,Kason Harding,1200,200,1-29-2018
ROKC,Lance Morrow,1200,300,1-29-2018
The Annoying Shark,Kiara Mendez,1300,200,1-29-2018
The Dramatic Parrots,Marisa Burns,1400,300,1-29-2018
The Keen Vanilla Bean Inn,Markus Koch,1500,100,1-29-2018
The Kind Planet Pub,Raphael Cuevas,1300,200,1-29-2018
The Polo Lounge,Aileen Richmond,1500,400,1-29-2018
The Safe Moustache,Ashley Pittman,1500,200,1-29-2018
The Special Turtle Pub,Kamron Rocha,1300,300,1-29-2018
The Stormy Cod Bar,Brynn Stein,1300,300,1-29-2018
33 Taps,Addyson Phelps,1500,200,1-3-2018
Cannon,Alexander Hayes,1400,300,1-3-2018
Leyenda,Tripp Mcgrath,1300,400,1-3-2018
Maison Premiere,Erika Hall,1400,300,1-3-2018
Million Dollar Cowboy Bar,Joselyn Garcia,1300,200,1-3-2018
Spilt Milk,Rowan Soto,1200,400,1-3-2018
Taste Bar,Kenny Reyes,1200,400,1-3-2018
The Better Princess Pub,Sierra Small,1400,300,1-3-2018
The Faint Stream,Kristian Valentine,1300,200,1-3-2018
The Fuzy Goat Pub,Kendal Bridges,1300,100,1-3-2018
The Fuzy Llama Pub,Josue Carrillo,1300,100,1-3-2018
The Quaint Adventurer Inn,Freddy Vasquez,1300,200,1-3-2018
The Slow Saxophone,Londyn Phillips,1400,100,1-3-2018
The Thin King,Leila Riddle,1200,300,1-3-2018
The Whispering Giant Tavern,Kailee Stanley,1300,100,1-3-2018
Clover Club,Slade Randall,1400,300,1-30-2018
Room 11,Perla Anderson,1200,200,1-30-2018
The Alembic,Tiara Fox,1300,200,1-30-2018
The Better Princess Pub,Andy Dougherty,1400,300,1-30-2018
The Dapper Flame,Jaylin Reynolds,1500,400,1-30-2018
The Embarrassed Hamsters Tavern,Aryanna Price,1400,300,1-30-2018
The Far Barrel Bar,Winston Daniels,1200,100,1-30-2018
The Hollow Book,Emmalee Patton,1300,300,1-30-2018
The Pointless Rhododendron Inn,Tomas Barajas,1500,200,1-30-2018
The Upstairs Bar,Wade Rosario,1200,300,1-30-2018
The Varnish,Brogan Ho,1400,200,1-30-2018
The Well-Groomed Pumpkin Inn,Robert Cline,1200,400,1-30-2018
The Whispering Mushroom Bar,Kennedi Stone,1300,100,1-30-2018
Voodoo,Desmond Mcneil,1300,400,1-30-2018
Bit House Saloon,Justice Oneill,1200,100,1-4-2018
Maison Premiere,Tiffany Baker,1400,300,1-4-2018
Pete's Dueling Piano Bar,Olivia Goodwin,1500,300,1-4-2018
Red Key Tavern,Raul Davies,1400,200,1-4-2018
The Better Princess Pub,Aria Aguilar,1400,300,1-4-2018
The Dapper Flame,Kellen Villa,1500,400,1-4-2018
The Diamond Star Bar,Valerie Hernandez,1300,100,1-4-2018
The Gigantic Child Pub,Zain Stevenson,1200,200,1-4-2018
The Hollow Worm Pub,Vance Copeland,1400,300,1-4-2018
The Magdalenae Room,Ruth Garrison,1500,100,1-4-2018
The Shanty,Isaac Edwards,1300,400,1-4-2018
The Singing Armadillo,Case Gonzalez,1300,100,1-4-2018
The Whining Pig,Jamari Hardin,1200,300,1-4-2018
Anvil Bar & Refuge,Simone Bradley,1400,200,1-5-2018
Kon Tiki Lounge,Jaylen Mcpherson,1500,300,1-5-2018
Milk Room,Kade Blackburn,1200,200,1-5-2018
Pete's Dueling Piano Bar,Kobe Cummings,1500,300,1-5-2018
Proof,Abigayle Marshall,1500,300,1-5-2018
The Better Princess Pub,Wyatt Benjamin,1400,300,1-5-2018
The Daily Hamster Inn,Charlie Flowers,1500,400,1-5-2018
The Earthy Mind Pub,Karen Everett,1200,300,1-5-2018
The Embarrassed Hamsters Tavern,Maximillian Merritt,1400,300,1-5-2018
The Fancy Parrots,Savanna Love,1400,200,1-5-2018
The Shanty,Francis Riley,1300,400,1-5-2018
Daquiri Time Out,Orion Wolf,1400,400,1-6-2018
Edna's,Jovanny Mccoy,1500,400,1-6-2018
King Cole Bar,Isabella Barnett,1400,300,1-6-2018
ROKC,Logan Klein,1200,300,1-6-2018
The Beachcomber,Addisyn Buckley,1300,300,1-6-2018
The Carousel Bar,Geovanni Dunlap,1300,200,1-6-2018
The Defeated Angel Pub,Danica Harmon,1300,100,1-6-2018
The Greasy Scream Pub,Layton Todd,1400,100,1-6-2018
The Hissing Bees Pub,Marlene Gibbs,1200,200,1-6-2018
The Odd Snail Tavern,Baylee Pitts,1300,100,1-6-2018
The Slow Saxophone,Neveah Kirby,1400,100,1-6-2018
The Special Turtle Pub,Alison Swanson,1300,300,1-6-2018
The Whispering Mushroom Bar,Fisher Gray,1300,100,1-6-2018
Ye Olde Seagulls Tavern,Kaydence Mccann,1300,400,1-6-2018
Broken Shaker,Jerome Jarvis,1200,400,1-7-2018
Dutch Kills,Elisa Lawrence,1500,300,1-7-2018
George & Dragon,Kelton Kelly,1500,300,1-7-2018
The Beautiful Snowdrop Tavern,Ingrid Blair,1500,300,1-7-2018
The Daily Hamster Inn,Keon Doyle,1500,400,1-7-2018
The Embarrassed Goat,Gustavo Sherman,1500,100,1-7-2018
The Faint Stream,Rey Espinoza,1300,200,1-7-2018
The Far Away Llama,Jaslyn Ross,1300,100,1-7-2018
The Fuzy Goat Pub,Franklin Mclaughlin,1300,100,1-7-2018
The Lying Coyote,Arturo Galloway,1400,300,1-7-2018
The Magical Hawk,Lucas Caldwell,1300,100,1-7-2018
The Marvelous Puppy Inn,Eddie Bass,1400,100,1-7-2018
The Rare Inn,Dillon Allen,1500,200,1-7-2018
The Reflecting Drumstick,Zaire Wilcox,1500,300,1-7-2018
The Spooky Willow Bar,Tyrell Woods,1400,300,1-7-2018
The Unusual Jackal Pub,Rachael Mcclure,1400,400,1-7-2018
The Unwritten Fish Tavern,Aylin Wolfe,1300,100,1-7-2018
Weather Up,Avery Gross,1400,200,1-7-2018
B.D. Riley's,Marlie Frank,1400,100,1-8-2018
BlackTail,Declan Butler,1500,100,1-8-2018
McGreevy's,Lena Benitez,1200,400,1-8-2018
McMahon's Public House,Kendall Sheppard,1400,300,1-8-2018
The Alembic,Tristin Hobbs,1300,200,1-8-2018
The Aviary,Tyrone Terrell,1500,300,1-8-2018
The Bella Union,Raelynn Wright,1300,300,1-8-2018
The Better Princess Pub,Natalya Shannon,1400,300,1-8-2018
The Dark Melon Tavern,Antwan Blackwell,1200,400,1-8-2018
The Discreet Bamboo Bar,Kelsie Fernandez,1400,400,1-8-2018
The Fancy Parrots,Cristofer Holden,1400,200,1-8-2018
The Quaint Stag,Dane Weiss,1500,200,1-8-2018
Wang Chung's Karaoke Bar,Lauryn Brock,1200,300,1-8-2018
33 Taps,April Shepherd,1500,200,1-9-2018
Barmini,Jaylene Strong,1200,300,1-9-2018
Holeman & Finch Public House,Jada Sharp,1400,100,1-9-2018
Marvel Bar,Triston Ryan,1300,200,1-9-2018
Monk's Cafe,Zaniyah Sanford,1500,100,1-9-2018
Room 11,Jeremiah Hanna,1200,200,1-9-2018
The Bella Union,Abbie Rivers,1300,300,1-9-2018
The Dead Rabbit,Nolan Tucker,1200,200,1-9-2018
The Hissing Cats Tavern,Skyler Patel,1500,200,1-9-2018
The Rare Inn,Penelope Fletcher,1500,200,1-9-2018
The Upstairs Bar,Kaila Bray,1200,300,1-9-2018
The Whimsical Zebra Pub,Jaxon Christensen,1400,300,1-9-2018
Tradition,Isaiah Hess,1300,300,1-9-2018
Ye Olde Gentlewoman Tavern,Colby Miranda,1300,100,1-9-2018
Blackberry Farm,Brittany Petty,1500,400,10-1-2018
Public House,Ramon Morgan,1200,100,10-1-2018
Social,Trinity Roberson,1500,100,10-1-2018
The Alien Elephant Seal Inn,Quinten Joseph,1300,100,10-1-2018
The Far Barrel Bar,Rogelio Baird,1200,100,10-1-2018
The Gigantic Child Pub,Viviana Rubio,1200,200,10-1-2018
The Special Turtle Pub,Kyleigh Mercado,1300,300,10-1-2018
The Whimsical Cheese Bar,Paula Levine,1400,400,10-1-2018
Blackberry Farm,Elaine Mays,1500,400,10-10-2018
McSorley's Old Ale House,River Gibson,1200,300,10-10-2018
Nick's English Hut,Hadassah Little,1500,400,10-10-2018
The Alien Knife Tavern,Ethan Barron,1500,300,10-10-2018
The Busy Anteater Pub,Karli Owens,1400,300,10-10-2018
The Whispering Giant Tavern,Rocco Mcdonald,1300,100,10-10-2018
33 Taps,Jaidyn Williams,1500,200,10-11-2018
ABV,Aimee Miles,1300,100,10-11-2018
Bit House Saloon,Irvin Rosales,1200,100,10-11-2018
Cafe D'Mongo's Speakeasy,Anne Moses,1200,100,10-11-2018
Daquiri Time Out,Laila Bartlett,1400,400,10-11-2018
Kask,Erin Kline,1500,200,10-11-2018
Molly's Shebeen,Jamal Norton,1400,400,10-11-2018
Occidental,Grace Logan,1500,200,10-11-2018
The Dark Melon Tavern,Ireland Schmitt,1200,400,10-11-2018
The Ethereal Steed Inn,Mya Macdonald,1500,300,10-11-2018
The Kind Planet Pub,Mathias Mosley,1300,200,10-11-2018
The Reflecting Drumstick,Christine Mcmahon,1500,300,10-11-2018
The Stormy Cod Bar,Akira Brennan,1300,300,10-11-2018
The Thoughtful Lion Pub,Ellis Pacheco,1300,100,10-11-2018
Death & Company,Makai Herrera,1200,200,10-12-2018
Diamond Reef,Israel Rios,1400,100,10-12-2018
Frankie's Downtown,Jazmine Burke,1200,300,10-12-2018
McGillin's Old Ale House,Madison Stanton,1400,400,10-12-2018
No Vacancy,Alice Arroyo,1300,100,10-12-2018
Salty Dawg Saloon,Karsyn Beasley,1200,400,10-12-2018
The Dark Melon Tavern,Zachary Castaneda,1200,400,10-12-2018
The Faint Stream,Pedro Herman,1300,200,10-12-2018
The Fine Lobster Bar,Daniela Quinn,1500,200,10-12-2018
The Hollow Worm Pub,Chase Bell,1400,300,10-12-2018
The Left Scream Pub,Alfonso West,1200,400,10-12-2018
The Pointless Rhododendron Inn,Eve Esparza,1500,200,10-12-2018
Bar Liquorice,Kane Rice,1500,300,10-13-2018
Big Bar,Marley Gregory,1400,400,10-13-2018
Edna's,Colin Bailey,1500,400,10-13-2018
Julep,Kimberly Moran,1400,300,10-13-2018
Proof,Ronald Hawkins,1500,300,10-13-2018
The Embarrassed Rabbit Bar,Ezequiel Waller,1200,200,10-13-2018
The First Sharks Tavern,Itzel Young,1200,300,10-13-2018
The Fuzy Goat Pub,Ashlyn Romero,1300,100,10-13-2018
